,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,start,end,strand,length,exon_length
Fam188b,240.394108393056,-0.48635743265658604,0.249523386053831,-1.94914569070356,0.0512780285157983,0.387240220158716,chr6,55203382.0,55320222.0,+,116840.0,4785.0
Anxa7,6802.1206735898795,0.31197139611074703,0.16005849780106302,1.9491086096440602,0.0512824557127321,0.387240220158716,chr14,20455260.0,20480133.0,-,24873.0,2965.0
Snap23,3240.5035549848103,0.21529306489546898,0.11047590026269599,1.9487785515531697,0.0513218762445161,0.387240220158716,chr2,120567670.0,120600722.0,+,33052.0,2223.0
Gm5124,252.96585515847698,-0.44072494544903,0.226156157049855,-1.9487638594419199,0.0513236315883275,0.387240220158716,chrX,21360864.0,21364624.0,+,3760.0,1972.0
9430016H08Rik,1107.6231583671401,-0.238277633515803,0.12228953576403698,-1.94847115926231,0.0513586124941883,0.387240220158716,chr1,57406547.0,57415958.0,+,9411.0,1325.0
Zfp704,3412.7544465344704,-0.19382838485653697,0.0994785567143675,-1.94844387834331,0.0513618738820075,0.387240220158716,chr3,9427009.0,9610085.0,-,183076.0,13844.0
Sec24b,3094.23980569182,-0.391958864670259,0.201173247074603,-1.9483647570937,0.051371333674395996,0.387240220158716,chr3,129983184.0,130060907.0,-,77723.0,4702.0
Ier3ip1,1546.2287315517,-0.266422995926266,0.136771148430107,-1.94794734843082,0.0514212634940979,0.387414605314053,chr18,76930026.0,76941614.0,+,11588.0,1394.0
Wfdc2,2998.32787071657,-0.479910521417326,0.24640761746533302,-1.94762859344169,0.0514594198527111,0.38750015220338396,chr2,164562715.0,164568506.0,+,5791.0,708.0
5530601H04Rik,433.07495915102305,-0.31758996851425,0.163085521832405,-1.94738297395044,0.0514888377376458,0.38751984175475396,chrX,105040853.0,105070124.0,-,29271.0,3732.0
Kcnip2,140.635176143979,0.507409314517734,0.260594327062356,1.94712340916124,0.0515199411489064,0.387552189974448,chr19,45792345.0,45816063.0,-,23718.0,2491.0
2810013P06Rik,206.248475455858,0.5733075529409211,0.294615140856103,1.9459541396106899,0.0516602486882815,0.388405551500351,chr8,123042574.0,123044602.0,+,2028.0,2028.0
Trmt6,4491.81392421907,-0.292168834445794,0.15020996352776902,-1.94506960513163,0.0517666015031894,0.38888449177433504,chr2,132804214.0,132816054.0,-,11840.0,2820.0
Cacybp,17482.1932404355,-0.40538234356059405,0.208444323928148,-1.9447991479026001,0.0517991567243128,0.38888449177433504,chr1,160202366.0,160212892.0,-,10526.0,2115.0
Rhox9,179.62360130009301,-1.75834257021256,0.9041467187286921,-1.9447535823444,0.0518046431842142,0.38888449177433504,chrX,37899096.0,37901770.0,-,2674.0,882.0
Pbx4,235.135623598932,0.48276074360193,0.24838664833244,1.94358572347981,0.0519454288040493,0.38945662978388,chr8,69832703.0,69872292.0,+,39589.0,1347.0
Ubiad1,894.172233485313,-0.22439605690012102,0.11545903866719,-1.94351225759761,0.0519542958208866,0.38945662978388,chr4,148434496.0,148444751.0,-,10255.0,2970.0
Wnk4,66.7509556384046,0.713083324207903,0.36691599911393796,1.9434511602926103,0.0519616709678452,0.38945662978388,chr11,101260566.0,101277409.0,+,16843.0,4148.0
Prickle2,350.16380360621696,-0.549755731863811,0.282918808585375,-1.9431572422231298,0.0519971624987264,0.38947745361876,chr6,92370891.0,92706184.0,-,335293.0,8676.0
Tmtc4,533.695083072369,0.39774971913474394,0.204710958517756,1.9429820563330702,0.0520183263893918,0.38947745361876,chr14,122918974.0,122983261.0,-,64287.0,3390.0
Ly6g5c,17.2172109049269,1.8031079747643302,0.9281489810748058,1.9426924034073898,0.0520533346413673,0.38953784277685705,chr17,35108299.0,35111953.0,+,3654.0,450.0
Srpr,7895.93360112217,-0.232950570732829,0.119941904893759,-1.9421950229919198,0.0521134953851669,0.389625792806026,chr9,35211202.0,35217003.0,+,5801.0,2934.0
Tyw3,443.731166041089,-0.4818890301083811,0.24815783513078102,-1.9418650628315701,0.052153437857893,0.389625792806026,chr3,154576519.0,154597098.0,-,20579.0,4404.0
Zufsp,511.166620742039,-0.247290056733159,0.127348241466195,-1.9418411584333,0.0521563325373039,0.389625792806026,chr10,33926935.0,33951212.0,-,24277.0,2364.0
Pbk,2049.6040783358803,-0.349656241672985,0.18010016598053602,-1.94145429999645,0.0522031974629806,0.389625792806026,chr14,65805910.0,65817822.0,+,11912.0,1646.0
Stoml1,1302.86735870923,0.3925750440923,0.20222409627101504,1.9412871726531598,0.0522234545465671,0.389625792806026,chr9,58253163.0,58262524.0,+,9361.0,2268.0
Gfod1,369.666655292717,0.844199840598274,0.434952730252429,1.9409001987603,0.0522703839091182,0.389625792806026,chr13,43195518.0,43304172.0,-,108654.0,6654.0
Plekha2,2987.70241979912,0.34287031734925705,0.17667339334514004,1.94070148796794,0.0522944958010038,0.389625792806026,chr8,25039143.0,25101811.0,-,62668.0,4985.0
Zfp324,246.235595914332,-0.558973607813031,0.288035812011739,-1.94063926950253,0.0523020474029234,0.389625792806026,chr7,12965863.0,12973822.0,+,7959.0,4289.0
Cdh23,28.662974960763698,1.03237509488015,0.5319894131536851,1.94059330760011,0.0523076264930486,0.389625792806026,chr10,60302749.0,60696490.0,-,393741.0,11255.0
Cadm1,3450.35075934935,0.25236711135702106,0.13006892190683,1.9402568089077699,0.0523484875811917,0.389729368408274,chr9,47530351.0,47853385.0,+,323034.0,4387.0
Srl,963.291464194946,0.689349211508832,0.35540867468470094,1.93959590918929,0.0524288184266466,0.39012653464357006,chr16,4480227.0,4523053.0,-,42826.0,4978.0
Cops8,4979.121438538529,-0.26416811599348394,0.136215330962666,-1.9393420265292098,0.0524597046706901,0.390155560765863,chr1,90603424.0,90613341.0,+,9917.0,1843.0
Rhbdd1,534.107770581031,0.376723939430353,0.194424925039383,1.9376319129558301,0.0526681461197487,0.39129697178328904,chr1,82316578.0,82445367.0,+,128789.0,3758.0
Psmc6,10343.4600700861,-0.218679558642837,0.11288771245685499,-1.93714226184197,0.0527279557947166,0.39129697178328904,chr14,45329823.0,45349071.0,+,19248.0,1564.0
Ifitm3,8024.7922131613595,-0.5752474421597521,0.29695747101945097,-1.9371374634385703,0.0527285421886112,0.39129697178328904,chr7,141009589.0,141010744.0,-,1155.0,648.0
Nol3,130.611814903596,1.12553374814751,0.5810319766081391,1.9371287527374599,0.05272960670286,0.39129697178328904,chr8,105276446.0,105281939.0,+,5493.0,2869.0
Pvrl2,3793.2452810937702,0.261644768455647,0.135079119993692,1.93697418570587,0.0527484989629016,0.39129697178328904,chr7,19716643.0,19749573.0,-,32930.0,3444.0
Tcn2,1167.4344268583802,0.452415152877056,0.23361976920283803,1.93654481562411,0.0528010092552587,0.39147567318321796,chr11,3917077.0,3932078.0,-,15001.0,2132.0
Gm7694,35.3011169715386,1.12565632471351,0.581349656073895,1.9362810538421003,0.0528332879524616,0.39147567318321796,chr1,170298192.0,170306332.0,-,8140.0,3833.0
Plagl2,1575.1530509312197,-0.28538343375840397,0.147408331750788,-1.93600612915748,0.0528669502969576,0.39147567318321796,chr2,153227768.0,153241358.0,-,13590.0,5407.0
A730036I17Rik,177.087790378765,-0.6551719783807529,0.338521154040263,-1.93539449621169,0.0529419041911732,0.39147567318321796,chr2,129218968.0,129235606.0,+,16638.0,3433.0
U2af1l4,1277.60253267986,0.195494986916239,0.10102550739172698,1.9351052220723302,0.0529773848407615,0.39147567318321796,chr7,30563339.0,30565364.0,+,2025.0,864.0
Tead3,357.195248412793,0.718614567867593,0.37136214150057,1.9350776171310202,0.0529807717373321,0.39147567318321796,chr17,28331672.0,28350805.0,-,19133.0,3003.0
Gale,840.916822083577,0.452766450634683,0.23398503682929397,1.93502309707524,0.0529874614259948,0.39147567318321796,chr4,135965164.0,135968178.0,+,3014.0,1537.0
Ppp1r16a,1654.8406647879501,0.365544059024374,0.188910788835733,1.93500890699384,0.0529892026849881,0.39147567318321796,chr15,76671679.0,76694915.0,+,23236.0,2623.0
Gfra4,53.6329839339894,1.0096637910982198,0.522079191985322,1.93392842809679,0.053121928294787006,0.39207651341986893,chr2,131039631.0,131043088.0,-,3457.0,1499.0
Satb1,206.338259968745,1.4003532756869501,0.724106422120118,1.93390533892358,0.0531247675881535,0.39207651341986893,chr17,51736186.0,51833290.0,-,97104.0,6788.0
Prune,4938.52389807859,0.295849077971735,0.153190370531114,1.9312511416091,0.0534520022981346,0.39406321122374394,chr3,95253673.0,95282076.0,-,28403.0,3140.0
Isyna1,7696.02286143895,0.32628602645794397,0.16896586648062098,1.93107657335848,0.0534735836049502,0.39406321122374394,chr8,70594480.0,70597290.0,+,2810.0,1838.0
Dhh,15.912491134554,1.33816411720812,0.692968954296064,1.93105926161939,0.0534757241956693,0.39406321122374394,chr15,98893026.0,98898540.0,-,5514.0,2367.0
Znfx1,2072.99292163708,0.329052320815399,0.170439197017654,1.93061412264995,0.0535307900614465,0.39426804009597205,chr2,167035795.0,167063015.0,-,27220.0,7349.0
Tmem81,245.325645164826,0.657888697447149,0.34086445303144897,1.93005956354871,0.0535994579657793,0.394572791888614,chr1,132506229.0,132508639.0,+,2410.0,1742.0
Cdc25a,5989.00255836552,-0.257102574290089,0.133238749543657,-1.92963815084324,0.0536516882776352,0.3947562896275061,chr9,109875578.0,109893890.0,+,18312.0,3627.0
Spata33,9.854589044196882,1.49116125300591,0.7730675559513008,1.9288886741223503,0.0537446841688077,,chr8,123212857.0,123222045.0,+,9188.0,518.0
Ndufaf7,1270.41328390468,0.297849769526092,0.154449354231537,1.9284623817823299,0.0537976390036241,0.39562882233692603,chr17,78937134.0,78948052.0,+,10918.0,2303.0
N6amt1,612.6864454466751,-0.35988937557258793,0.186658570824277,-1.92806241890383,0.0538473627424896,0.395793172613581,chr16,87354184.0,87368649.0,+,14465.0,1791.0
Tmem108,130.660797225508,0.8723898189323179,0.452617470425741,1.92743293384528,0.0539256985850844,0.395979976969416,chr9,103482935.0,103761837.0,-,278902.0,3692.0
Prune2,1243.6168364139098,1.25032285988185,0.6487035182609959,1.92741803410229,0.0539275539253548,0.395979976969416,chr19,16956117.0,17223932.0,+,267815.0,12512.0
Birc3,149.413326356897,-0.472609217977681,0.245261494962357,-1.92696052044459,0.0539845502139288,0.39601695486071603,chr9,7848700.0,7873170.0,-,24470.0,2811.0
Nsmce1,1404.17867504305,-0.25806949397782397,0.13392725118686802,-1.92693788374512,0.0539873715611061,0.39601695486071603,chr7,125467639.0,125491542.0,-,23903.0,1066.0
1700061G19Rik,4676.04004896841,-0.32843189318071303,0.17047190885836097,-1.9266041858755498,0.0540289766026597,0.396121168215646,chr17,56875632.0,56888838.0,+,13206.0,2455.0
Aipl1,14.3679646425945,1.36196308920473,0.707219203163971,1.92580049171679,0.0541292900535503,0.39665548686985797,chr11,72028721.0,72037509.0,-,8788.0,1570.0
Zfp628,649.553965585604,-0.336580691993105,0.174858658755065,-1.92487289099348,0.0542452621300154,0.39730395130484497,chr7,4915216.0,4922003.0,+,6787.0,3524.0
Cdc40,3258.24652863427,-0.243124791441582,0.12636291791007198,-1.92402008012038,0.0543520665588985,0.39781555084621706,chr10,40831621.0,40883143.0,-,51522.0,3365.0
Tspo,323.99107581783403,0.661367664020546,0.34376836386493603,1.92387588137806,0.0543701430676529,0.39781555084621706,chr15,83563572.0,83574203.0,+,10631.0,856.0
Pgap3,234.141008790535,0.6766129465630389,0.35175141416381395,1.9235543037445602,0.0544104735580182,0.397909269955401,chr11,98388671.0,98400490.0,-,11819.0,2424.0
Ergic1,6358.331151034139,-0.2444446949996,0.127116321039103,-1.9230000758471,0.0544800403326172,0.398128123498975,chr17,26561511.0,26656933.0,+,95422.0,2733.0
Chchd4,3868.5933128141705,-0.328064934501806,0.170628510305081,-1.92268533503124,0.0545195796722714,0.398128123498975,chr6,91464275.0,91473423.0,-,9148.0,1245.0
Mov10l1,159.64715179070402,0.592963824665562,0.308408366946163,1.9226580346604898,0.0545230104113966,0.398128123498975,chr15,88982993.0,89055152.0,+,72159.0,4052.0
Bckdha,2999.05625815132,0.288770380049038,0.15022479734999,1.9222550813383301,0.0545736690507719,0.39829687386979296,chr7,25629851.0,25658761.0,-,28910.0,1773.0
Sstr5,84.1235595771978,-0.581433180046797,0.302557884548438,-1.9217254275643,0.0546403159782536,0.39858208295337605,chr17,25489874.0,25497288.0,-,7414.0,2733.0
Sars2,2305.8116325167102,0.258960328981595,0.134778357196697,1.92137917665568,0.0546839218021745,0.398699012312577,chr7,28741967.0,28753879.0,+,11912.0,1910.0
Mmp9,44.3104381469895,0.810083395676681,0.422083854107856,1.91924753290771,0.0549530145586212,0.40030520865130603,chr2,164948218.0,164955849.0,+,7631.0,3174.0
Fance,1170.94687489403,0.281535911899324,0.14669475358661402,1.9191955064234498,0.0549595960141681,0.40030520865130603,chr17,28313529.0,28326574.0,+,13045.0,2016.0
Rbm17,7157.189860780809,-0.274835404924299,0.14323734906607702,-1.91874121321188,0.0550170929535048,0.40052222050441705,chr2,11585438.0,11603199.0,-,17761.0,1534.0
Nfe2l3,98.91147526876301,0.9636298710437899,0.502303447261694,1.9184217753173198,0.0550575521533613,0.400615042291544,chr6,51432669.0,51458768.0,+,26099.0,2544.0
3010026O09Rik,608.545481324297,0.690314632568884,0.35992315508621,1.91795004798604,0.0551173453094103,0.40069606054957,chr11,50174850.0,50200115.0,+,25265.0,1140.0
2810025M15Rik,2998.3340890332897,0.240622945174234,0.12548770218938698,1.9175022012203602,0.0551741615981526,0.40069606054957,chr1,157412351.0,157420236.0,+,7885.0,1194.0
Cd79b,98.0267590876792,0.754503492795645,0.39348259483793696,1.91750156854181,0.0551742418977325,0.40069606054957,chr11,106311340.0,106314529.0,-,3189.0,1198.0
Xpo7,7779.349838896429,-0.288732014813155,0.150580479613099,-1.9174597899742498,0.0551795446503108,0.40069606054957,chr14,70654245.0,70766628.0,-,112383.0,15118.0
Ube2q1,6506.29926859941,-0.21681154401459002,0.11309952850732499,-1.9169977706896202,0.0552382148663328,0.40076720019247397,chr3,89773608.0,89783997.0,+,10389.0,3081.0
Hnrnpa2b1,48532.6582975534,-0.21342318887887998,0.111334997522076,-1.9169460962763403,0.0552447800514318,0.40076720019247397,chr6,51460434.0,51469894.0,-,9460.0,2400.0
Rapgef5,612.719928754732,0.313942081468383,0.163793765562148,1.91669127570832,0.055277164274431995,0.40080102361070097,chr12,117516478.0,117756978.0,+,240500.0,3987.0
Wdr59,2031.5769835202398,0.233344057678403,0.12180536850780001,1.9157124233277198,0.0554017102382709,0.401502720112742,chr8,111448783.0,111522107.0,-,73324.0,5222.0
Syk,1179.23435491388,0.933222011496315,0.487287927988223,1.9151346829976699,0.0554753297063154,0.40160738107659993,chr13,52583436.0,52648792.0,+,65356.0,5272.0
Mitf,1493.6022106098499,-0.29308020093311205,0.153053445725992,-1.91488796310934,0.0555067932051926,0.40160738107659993,chr6,97807057.0,98021358.0,+,214301.0,5178.0
Hemk1,330.08402232925204,0.47488554874362104,0.24801863507269603,1.9147172090695102,0.0555285776971006,0.40160738107659993,chr9,107327081.0,107338350.0,-,11269.0,2194.0
Klhdc1,23.2801053983971,0.975146719409331,0.509334139638759,1.91455204652283,0.0555496556138271,0.40160738107659993,chr12,69241831.0,69283961.0,+,42130.0,1949.0
Reep3,1607.11111102436,-0.38374440985998204,0.200440027200722,-1.9145098672117902,0.055555039573467996,0.40160738107659993,chr10,67009188.0,67096988.0,-,87800.0,5550.0
Nfatc2,117.839499632127,0.976744230065144,0.510309642162046,1.9140226822423703,0.0556172576049788,0.40185622711283603,chr2,168476409.0,168601657.0,-,125248.0,8371.0
Ezh1,1795.91412429786,0.308909606595581,0.16149623131538698,1.91279761812094,0.0557739662125303,0.40252442278276895,chr11,101191114.0,101226463.0,-,35349.0,4207.0
Mybpc2,81.93009732009492,1.26770753216754,0.6627720496492809,1.9127353557506999,0.0557819405459817,0.40252442278276895,chr7,44501698.0,44524669.0,-,22971.0,3624.0
Adamts10,263.87946406212797,0.5725744358526359,0.299362317186586,1.91264699322782,0.0557932593205609,0.40252442278276895,chr17,33524195.0,33553782.0,+,29587.0,4070.0
Otud6a,56.8116895517842,-1.79717385518241,0.9401679992255241,-1.9115454436471497,0.0559345226854936,0.40334230872162896,chrX,100429012.0,100429885.0,+,873.0,873.0
Ndufb8,4516.06017096567,0.165928931077911,0.0868430724155396,1.9106755030954001,0.0560462947867756,0.40394682453998,chr19,44550253.0,44555415.0,-,5162.0,641.0
Camk2b,2090.58432781277,0.45131688769692496,0.23627414281477102,1.91014083183338,0.0561150829091604,0.40405389929577795,chr11,5969665.0,6065748.0,-,96083.0,4166.0
Chst15,239.14420844078097,-1.0934612974184001,0.5724551838843679,-1.91012559271238,0.0561170445280067,0.40405389929577795,chr7,132236254.0,132317155.0,-,80901.0,4265.0
Bcap31,7302.525036843729,-0.654928588262334,0.343094497166842,-1.9088868917179098,0.0562766843709556,0.40500164391999793,chrX,73686182.0,73716175.0,-,29993.0,1214.0
Pnpla7,386.451524307704,0.6439894590800229,0.33779196691730795,1.9064676550987198,0.0565895582991256,0.40678886657740204,chr2,24976032.0,25054072.0,+,78040.0,4589.0
Hdac3,4563.705898863621,-0.177770934423432,0.0932543027090144,-1.90630275771981,0.0566109366700636,0.40678886657740204,chr18,37936970.0,37954988.0,-,18018.0,2005.0
Lonrf2,122.23898740371,-1.05348098423324,0.5526575258663629,-1.9062094243297698,0.0566230399977245,0.40678886657740204,chr1,38794508.0,38821215.0,-,26707.0,5077.0
Lsr,812.607041610969,0.691070035061799,0.36257505655768396,1.9060054533890802,0.056649498125617,0.40678886657740204,chr7,30957769.0,30973469.0,-,15700.0,2177.0
Ripply1,36.6247268735729,-1.77951981649004,0.9336995559078771,-1.90588054286878,0.0566657059957731,0.40678886657740204,chrX,139779680.0,139782353.0,-,2673.0,679.0
5730559C18Rik,979.803207557603,0.302723585968209,0.158972400748124,1.90425246485297,0.0568773118174696,0.40793863280107395,chr1,136213521.0,136234280.0,-,20759.0,3013.0
Sms,4979.625583090789,-0.584105835214822,0.306743773829387,-1.90421415216632,0.0568822993309563,0.40793863280107395,chrX,157443953.0,157492046.0,-,48093.0,3377.0
Qk,14608.230952993701,-0.23261984616329898,0.12218023987813599,-1.90390726352572,0.05692226296995401,0.408022844828753,chr17,10206470.0,10319361.0,-,112891.0,9878.0
Npw,12.232027431317,1.51091740764569,0.794188664116526,1.90246660008233,0.0571101813343277,0.408992627601242,chr17,24657329.0,24658425.0,-,1096.0,606.0
Ripk2,424.77430455519897,0.30433493880975393,0.159971153605914,1.9024363577415901,0.0571141316314087,0.408992627601242,chr4,16123374.0,16163498.0,-,40124.0,1901.0
Rmdn2,182.03829869231004,-0.646484647779597,0.33991898596889897,-1.90187860774198,0.0571870264797697,0.409174942156728,chr17,79614899.0,79682152.0,+,67253.0,1802.0
Scamp1,932.236048078818,-0.27076283301307,0.142371238322693,-1.9018085127515,0.0571961929795786,0.409174942156728,chr13,94201432.0,94285281.0,-,83849.0,3588.0
Lix1l,513.875022639122,0.4085189434904651,0.21488084383998002,1.90114174995835,0.0572834483584755,0.40951275816090293,chr3,96601132.0,96625352.0,+,24220.0,2509.0
Tnfaip3,84.161396573202,-0.70620887926467,0.37152260860614295,-1.9008503464006798,0.0573216174006044,0.40951275816090293,chr10,19000909.0,19015410.0,-,14501.0,4595.0
Hyls1,1043.36812918594,-0.25272422556933305,0.13296824513407302,-1.9006359399156498,0.0573497146049045,0.40951275816090293,chr9,35560820.0,35570069.0,-,9249.0,1643.0
Fam13a,25.971145664911298,-0.873939771850812,0.45982731288699896,-1.90058256079621,0.057356711528276996,0.40951275816090293,chr6,58933535.0,59024502.0,-,90967.0,4293.0
Def6,829.4684839632671,0.76213777223839,0.401077927589844,1.90022367178923,0.0574037730551059,0.40953733472400894,chr17,28207777.0,28228608.0,+,20831.0,2277.0
Lrrc48,116.769479447015,1.08197488266165,0.5694518877913349,1.90002861674264,0.0574293643123283,0.40953733472400894,chr11,60353379.0,60394333.0,+,40954.0,1858.0
Vps37a,1838.96344241385,-0.24745479801971398,0.13024564149924,-1.89990847425906,0.057445131748532996,0.40953733472400894,chr8,40511782.0,40551134.0,+,39352.0,6379.0
Kif9,59.4104444422378,0.913786829192749,0.4812578655114099,1.8987467939286797,0.0575977758167595,0.4101749905601811,chr9,110476957.0,110525174.0,+,48217.0,3489.0
Megf11,535.832564610913,1.06592507713378,0.5614700921602801,1.8984538838615301,0.057636317203997,0.4101749905601811,chr9,64385625.0,64709205.0,+,323580.0,6631.0
Mrpl2,3183.95111898653,0.275012472855146,0.144865399028099,1.89839999544545,0.0576434102279908,0.4101749905601811,chr17,46646247.0,46650132.0,+,3885.0,1012.0
Ablim2,253.481585798397,0.893971208005206,0.470960442641031,1.89818746345666,0.0576713916733032,0.4101749905601811,chr5,35757879.0,35884979.0,+,127100.0,3761.0
Pdzd3,28.7617775575915,1.13949696944894,0.600320009176463,1.89814924045616,0.0576764252184844,0.4101749905601811,chr9,44247311.0,44251464.0,-,4153.0,2181.0
Mfsd4,25.294635125863298,1.79105019902648,0.9440217207818109,1.8972552851254099,0.0577942534151644,0.41075488957155,chr1,132026620.0,132068062.0,-,41442.0,4853.0
Nudt22,449.572031006849,0.275079567403769,0.145006767725793,1.8970119237740901,0.0578263643967945,0.41075488957155,chr19,6993018.0,6996037.0,-,3019.0,999.0
Mybl2,48231.2042661074,0.296290797891323,0.156198658809666,1.89688439164106,0.0578431978951221,0.41075488957155,chr2,163054634.0,163084687.0,+,30053.0,3702.0
Psmd14,8173.52964058665,-0.261217465861906,0.137742527900095,-1.89641841081475,0.0579047392810234,0.410990044440371,chr2,61711693.0,61800376.0,+,88683.0,1541.0
Platr17,1288.36006387006,-0.232590472238637,0.12266886050057302,-1.8960840696612702,0.0579489287351282,0.41110187029071793,chr17,33905134.0,33906675.0,+,1541.0,807.0
Zc3h12a,738.711686366692,0.615690872657206,0.324830494030011,1.89542202463394,0.0580365130963883,0.411521288056686,chr4,125118413.0,125127881.0,-,9468.0,2805.0
Tap1,73.0202469742377,1.55204246277627,0.8190438242402219,1.8949443446643501,0.0580997754238306,0.411590779528883,chr17,34187555.0,34197225.0,+,9670.0,2950.0
1810022K09Rik,4428.85765583256,-0.37254540387271595,0.196602375001262,-1.89491812532949,0.0581032494825322,0.411590779528883,chr3,14606288.0,14611256.0,-,4968.0,401.0
Zfyve19,646.221687563143,-0.228491151831504,0.120622156962789,-1.89427181195235,0.0581889405110095,0.4119959362919571,chr2,119208719.0,119217050.0,+,8331.0,1923.0
Vav1,23.2097283754007,1.19327043687923,0.6300746139805171,1.8938557599403998,0.0582441580221938,0.412029351787397,chr17,57279099.0,57329236.0,+,50137.0,4168.0
Comp,37.0355367344251,0.806951526988357,0.426110105659958,1.89376294124392,0.0582564826535633,0.412029351787397,chr8,70373547.0,70382066.0,+,8519.0,2426.0
Klk10,508.07654830060096,0.524215572254377,0.276836566391197,1.89359223417621,0.0582791550978854,0.412029351787397,chr7,43781053.0,43785410.0,+,4357.0,1354.0
Tsks,61.473226680616506,1.26145479510734,0.666461670569401,1.8927642065741,0.0583892335512342,0.412605835133795,chr7,44943239.0,44958037.0,+,14798.0,1859.0
Gm14403,829.967952903036,-0.46952041938221795,0.24816641700719896,-1.89195792502657,0.0584965869851293,0.41298842047990003,chr2,177498225.0,177512311.0,+,14086.0,3712.0
Dpep1,11.4280550264518,1.54006022378087,0.81403719962046,1.89187941840854,0.0585070486064139,0.41298842047990003,chr8,123186234.0,123201813.0,+,15579.0,2244.0
Aifm2,839.134119879643,0.39979337101863793,0.211355361594932,1.89156957269365,0.0585483531436263,0.41298842047990003,chr10,61715262.0,61739260.0,+,23998.0,3467.0
Ipo5,43203.4221385168,-0.27735067351792,0.14663001641191598,-1.89149998277829,0.0585576332814908,0.41298842047990003,chr14,120911193.0,120948044.0,+,36851.0,4593.0
Qtrt1,3161.2240937785805,0.37674241566053895,0.19926695734260197,1.8906416833213402,0.0586721919791152,0.413360139109144,chr9,21411836.0,21420279.0,+,8443.0,1321.0
Birc6,6786.34530256989,-0.229162000784624,0.12121395601408999,-1.8905578888786299,0.0586833861318168,0.413360139109144,chr17,74528294.0,74703356.0,+,175062.0,15768.0
D430020J02Rik,439.769511572596,-0.42846367460588997,0.226644876181199,-1.89046265605113,0.0586961104987601,0.413360139109144,chr12,116401946.0,116405161.0,-,3215.0,2892.0
Uchl5,3611.4759103330703,-0.21833680137578604,0.11553163131167998,-1.88984435601674,0.0587787793085745,0.413740794178856,chr1,143777277.0,143807466.0,+,30189.0,1851.0
Ebp,2983.18448155347,-0.7208025524340791,0.381551168742142,-1.88913732019311,0.0588734308555589,0.41383614274334496,chrX,8185328.0,8193512.0,-,8184.0,1743.0
Smarca2,193.66857242257802,-0.6309976086796939,0.334070601770232,-1.88881513469325,0.0589166040813926,0.41383614274334496,chr19,26605159.0,26778321.0,+,173162.0,6086.0
Shisa8,572.179457619711,0.8025452851870909,0.424919290123284,1.8887005222903501,0.0589319686114146,0.41383614274334496,chr15,82206951.0,82212815.0,-,5864.0,1804.0
Mars2,882.7456591277721,-0.253443968095951,0.13421257252274302,-1.88837724612575,0.0589753237856932,0.41383614274334496,chr1,55237176.0,55240058.0,+,2882.0,2882.0
Gcat,3346.25674014177,0.198800396228371,0.10528121985522401,1.8882797568431398,0.058988403451995,0.41383614274334496,chr15,79030873.0,79042531.0,+,11658.0,2977.0
Ptpn21,1006.5713520079901,0.28615965523793,0.15154670792969802,1.88826045215498,0.0589909937544058,0.41383614274334496,chr12,98676740.0,98737405.0,-,60665.0,5738.0
Hmgcr,14660.4916227994,-0.260224247893951,0.13781255025553601,-1.8882478222152799,0.0589926884903883,0.41383614274334496,chr13,96648961.0,96670936.0,-,21975.0,4430.0
Etnk2,355.281434657146,0.53025690028242,0.28099626246536896,1.88706033179986,0.0591522113616425,0.41475396307789897,chr1,133363571.0,133380319.0,+,16748.0,2280.0
Gpr19,794.65632329099,0.28170250243607203,0.14931626595736,1.8866163082093,0.0592119516678474,0.41497159341431794,chr6,134869091.0,134897925.0,-,28834.0,2520.0
Fsip1,89.9224485800328,-0.722050444975,0.38288664642974896,-1.88580733151131,0.0593209226159543,0.4155338658824939,chr2,118204887.0,118256966.0,-,52079.0,1673.0
Whsc1,2966.40177084075,-0.400847276928308,0.212823895085594,-1.8834693198669898,0.0596367938179023,0.41734796051471396,chr5,33843111.0,33897966.0,+,54855.0,12796.0
Ist1,3056.5855354169203,-0.288483634033595,0.15316659495318,-1.88346312798674,0.0596376322052427,0.41734796051471396,chr8,109671320.0,109693294.0,-,21974.0,2342.0
Cdk6,669.371688557997,0.379211419795776,0.20138085690902496,1.88305594492076,0.0596927867032569,0.41753183848848,chr5,3344311.0,3522225.0,+,177914.0,2470.0
Mad2l1,5350.985714562829,-0.35408237833789297,0.188065430543127,-1.8827616394747,0.0597326778357887,0.417608827925451,chr6,66535467.0,66540991.0,+,5524.0,1725.0
Lrrc4,46.214057339267995,1.05977670348465,0.563082027703005,1.88210003400006,0.059822434760926996,0.417947309180925,chr6,28828125.0,28831747.0,-,3622.0,3622.0
Napa,5561.3655832626,-0.237326517846587,0.12610478428674002,-1.88197869881724,0.0598389078713872,0.417947309180925,chr7,16098642.0,16117975.0,+,19333.0,2332.0
Dcaf10,674.2032244922401,-0.269269257449607,0.143177902304571,-1.8806621211478,0.0600178954772337,0.418995042399732,chr4,45342100.0,45379722.0,+,37622.0,7213.0
Fam184b,89.67999525288229,-0.753624074832186,0.40084009282363303,-1.88011151659865,0.0600928812380651,0.41931606029920204,chr5,45529704.0,45639501.0,-,109797.0,4123.0
Tubb2a,2466.5307377722897,-0.280011735540671,0.148992146862504,-1.8793724463818702,0.0601936558722428,0.41981663125947294,chr13,34074279.0,34078008.0,-,3729.0,1605.0
